PG.ProteinGroups	PG.Organisms	PG.ProteinDescriptions	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	[1] 01	[2] 02	[3] 03	[4] 04	[5] 05	[6] 06	[7] 07	[8] 08	[9] 09	[10] 10	[11] 11	[12] 12	[13] 13	[14] 14	[15] 15	[16] 16	[17] 17	[18] 18	[19] 19	[20] 20	[21] 21	[22] 22	[23] 23	[24] 24	[25] 25	[26] 26	[27] 27	[28] 28	[29] 29	[30] 30	[31] 31	[32] 32	[33] 33	[34] 34	[35] 35
>KFW06488.1;>XP_009577915.1	Unknown	Lumican;PREDICTED: lumican	13	637633.1875	543633.9375	615076.3125	247819.4375	825221.0625	632443.5	523919.3125	717017.0625	563307.25	492221.0625	616040	577396.875	598988.1875	513016.4063	621428.625	468810.5313	631882.625	470330.3438	650208	658276.9375	450748.8125	483560.875	537361.6875	582179.3125	552104.5625	529346.5	609114.1875	604692.625	370266	616053.375	867422.3125	678753	711754.25	876022.5	765114.625
>KFW06489.1;>XP_009577917.1	Unknown	"Decorin, partial;PREDICTED: decorin"	1	4723.376953	NaN	NaN	NaN	NaN	NaN	2754.221436	NaN	NaN	NaN	3205.64209	NaN	NaN	NaN	NaN	NaN	4711.594727	NaN	4315.042969	5928.184082	NaN	NaN	NaN	NaN	2077.562744	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
>KFW06658.1;>XP_009578088.1	Unknown	"Natriuretic peptides A, partial;PREDICTED: natriuretic peptides A"	3	2772.893799	2568.093994	1588.838623	406.4240723	NaN	5770.27832	1874.877563	3769.344971	5026.469238	349.0342102	2321.202148	2231.530762	NaN	1814.686401	2099.756104	1153.838135	1262.329346	1868.786987	3032.219727	5429.064453	NaN	8.332882881	1123.471924	4190.802246	351.6536865	1650.560181	1166.019775	2581.789063	572.6835327	685.96875	2215.835449	1126.707764	660.6640625	1744.407837	NaN
>KFW06761.1;>XP_009578209.1	Unknown	"Tubulin beta-6 chain, partial;PREDICTED: tubulin beta-6 chain isoform X1"	14	26189.37109	6053.439941	2922.036133	18354.31445	6880.318848	3884.987793	8868.321289	4532.379395	3702.758789	4717.670898	6201.918945	8856.370117	5013.003906	2325.878906	4387.648926	5130.076172	4823.544922	4466.692871	2609.442383	3371.015625	12725.83691	10114.66699	6348.490234	2968.25415	10722.72949	2616.831543	2432.444336	9925.307617	7402.311523	5658.085938	4487.113281	5556.361816	11164.18066	2201.786621	2203.916504
>KFW07009.1;>XP_009578445.1	Unknown	"Malate dehydrogenase, cytoplasmic, partial;PREDICTED: malate dehydrogenase, cytoplasmic, partial"	11	46703.21484	23290.57617	23569.51758	43823.07813	26368.76563	56940.10938	30926.28516	41108.96094	33697.80469	22807.97656	27635.87891	39508.09766	34093.46484	25351.1543	27846.55859	30999.66992	50915.71484	22532.33594	45766.78125	34390.26172	27660.67188	23933.12695	27324.15625	22632.90039	30803.44531	73332.36719	25399.36719	32216.125	46560.13281	31272.32031	21795.86914	24601.25	32475.77344	22053.72266	15601.08887
>KFW07053.1;>XP_009578487.1	Unknown	"hypothetical protein N327_13750, partial;PREDICTED: mannosyl-oligosaccharide 1,2-alpha-mannosidase IA-like, partial"	7	5399.932129	4526.60498	6056.5625	4134.705078	3415.823975	7823.978027	5981.875	5176.00293	5254.370605	5990.986816	4212.172363	4227.695801	4217.974121	3874.539063	3996.178711	5722.847656	2236.920898	3265.344727	3622.554199	4790.225586	3239.562256	2918.880371	2937.342529	3461.97168	4509.603027	3653.5979	3426.497803	4003.382813	4440.265625	3892.456543	3707.329834	2415.481445	3317.408691	5984.003418	3451.858154
>KFW07068.1;>XP_009578515.1	Unknown	"Laminin subunit beta-1, partial;PREDICTED: laminin subunit beta-1, partial"	8	6726.658691	7391.922363	4827.922363	2837.291992	7986.141602	8858.203125	5905.571289	8526.816406	6225.614746	7467.52002	5474.179688	5196.371094	4893.083984	4476.25293	4897.28125	5155.377441	4820.052246	4224.40332	6333.784668	6471.379883	3150.818604	3736.257813	4325.176758	5718.779785	4713.066406	5068.032715	4726.461914	4629.655273	3519.890625	4560.206543	3976.284668	3712.354248	3475.325439	6849.280762	4853.007324
>KFW07082.1;>XP_009578525.1	Unknown	"Nascent polypeptide-associated complex subunit alpha, muscle-specific form, partial;PREDICTED: nascent polypeptide-associated complex subunit alpha, partial"	4	3445.062744	449.9513245	1215.516602	423.2192383	900.1535645	1147.369995	1162.497192	NaN	NaN	1819.21167	1248.011841	1354.014893	1762.60376	1278.499634	436.1630859	576.8018799	1593.473755	658.5742188	795.2636719	419.1147156	1166.718506	1456.588379	794.3960571	500.0105591	1510.024414	499.6900635	NaN	958.4959717	1978.704956	974.0352173	NaN	NaN	962.8141479	NaN	626.7539063
>KFW07118.1;>XP_009578565.1	Unknown	"Plasma kallikrein, partial;PREDICTED: plasma kallikrein-like, partial"	8	3896.618408	4449.485352	2382.647705	4880.232422	4816.957031	6126.60498	2239.931641	2501.784424	2457.122314	4304.120605	5294.90625	2722.177979	4374.922363	4199.276855	4559.664063	4725.672363	5978.28125	2685.618164	3754.123047	5165.67334	2919.818359	3127.491943	2223.752197	3091.501221	2712.950195	4932.435547	3565.19043	5823.078613	3557.941895	6130.340332	1071.350098	2481.403076	2709.18042	5726.577148	2876.564941
>KFW07124.1;>XP_009578571.1	Unknown	Elongation factor 1-alpha 1;PREDICTED: elongation factor 1-alpha 1	14	47401.73438	18299.84766	10236.56348	26203.39648	19429.39648	16485.07422	32203.36328	18170.57617	10116.8623	26252.17383	24282.25781	28285.86914	44300.92188	30101.85547	15228.56738	23007.84961	47788.55078	16814.5	20505.30664	19332.73242	34526.5	43479.46094	26029.625	10830.26855	38031.60938	17647.2793	11146.8584	22321.8418	35732.61719	21199.61914	15762.10938	23219.61523	25477.68555	8598.882813	10679.77051
>KFW07156.1;>XP_009578601.1	Unknown	"Coronin-1C, partial;PREDICTED: coronin-1C, partial"	4	3965.509521	4258.410156	3405.115723	7324.018555	6057.878906	2184.808838	4675.050781	6688.155273	4039.691162	3731.235596	7977.198242	3712.12915	4963.498535	3654.380859	6375.040039	3622.984619	903.1692505	5128.782227	1954.83606	5111.834473	4477.794922	13730.09766	5647.514648	1752.719971	14034.78906	2277.696045	2004.389648	5277.992676	5403.568848	7016.424805	4274.290039	11596.74707	4229.996582	3590.89917	1514.371582
>KFW07174.1;>XP_009578620.1;>XP_009578621.1	Unknown	"Importin subunit beta-1, partial;PREDICTED: importin subunit beta-1 isoform X1;PREDICTED: importin subunit beta-1 isoform X2"	3	1300.725464	84.93157959	NaN	298.8100891	1.069390893	NaN	418.2226563	1.089170575	NaN	1.26158452	304.0370483	428.2206421	385.6158142	462.7992249	NaN	56.00335312	382.9023132	157.371109	579.081543	317.5093079	67.30806732	560.0759888	184.8239746	NaN	704.338623	NaN	NaN	272.9310608	580.6936035	326.5242004	11.23785591	291.9041443	389.2295837	NaN	NaN
>KFW07213.1;>XP_009578664.1	Unknown	"Fructose-1,6-bisphosphatase 1, partial;PREDICTED: fructose-1,6-bisphosphatase 1-like, partial"	8	5942.010742	NaN	592.4989014	NaN	2425.350098	6041.751465	8835.458008	1628.432983	NaN	4943.124023	4095.56665	1432.662964	28196.71094	18350.70117	11348.42383	14856.59473	55721.90625	1279.628174	7466.73877	3573.457764	NaN	17732.55664	10786.31543	12689.08984	1518.961182	5009.024414	5793.687012	7169.466797	24861.10156	9267.518555	10593.21777	901.0245361	1729.692261	2208.065674	1148.321289
>KFW07215.1;>XP_009578663.1	Unknown	"Cathepsin L1, partial;PREDICTED: cathepsin L1"	1	1239.813232	2016.90979	897.6748657	1455.612427	NaN	2629.344727	1607.771362	1856.266479	NaN	262.8440857	797.2164307	1896.804443	844.1465454	1050.298706	142.8865356	601.2519531	2458.292969	1066.025635	1883.567017	1367.547852	NaN	NaN	318.4041748	2514.813721	964.1904297	1569.856567	2996.383301	1566.638184	4127.874512	2372.978516	1799.373535	1430.848022	NaN	1026.792725	2631.880371
>KFW07247.1;>XP_009578710.1	Unknown	"HLA class II histocompatibility antigen gamma chain, partial;PREDICTED: HLA class II histocompatibility antigen gamma chain"	1	NaN	1670.75708	1194.987549	1494.125122	NaN	720.4059448	1903.704346	NaN	1468.69873	1086.609253	1760.92749	564.5015869	791.1266479	829.3218994	1155.78186	884.8399658	820.7218018	1055.907959	397.4188232	2257.929199	1.395624995	710.7437134	955.116272	NaN	979.5516968	NaN	1168.299438	NaN	1204.30249	1759.771729	NaN	282.9812317	1183.524292	900.2116089	NaN
>KFW07357.1	Unknown	"Actin, alpha skeletal muscle, partial"	1	9357.956055	6220.511719	6575.94873	20238.4043	7865.512695	9053.625	13485.56543	10999.17383	9270.695313	19903.80859	13005.67969	9832.799805	19459.17773	14616.53418	10810.10547	7636.941406	4189.285645	9245.802734	9973.766602	13332.46191	9788.078125	16037.06445	14065.29395	3637.290283	21463.04688	7075.258789	14968.49707	14793.65625	17902.25391	19314.64648	15317.25488	20984.69336	21826.05469	9803.744141	4048.610107
>KFW07385.1;>XP_009578873.1	Unknown	"Epididymis-specific alpha-mannosidase, partial;PREDICTED: epididymis-specific alpha-mannosidase"	2	12192.08789	1095.307251	NaN	NaN	25723.17969	17084.95703	13629.15332	18958.42578	24302.90234	23464.42578	21103.6875	12300.3584	17518.41797	18152.03711	17165.69531	15260.0459	22598.59766	16690.87305	17078.13867	10315.60059	11916.59082	13449.53711	8745.810547	15124.71973	11536.05371	14036.37793	16627.47852	26253.34375	16785.90625	16177.69141	NaN	12293.17676	13252.70801	27105.95508	15092.31738
>KFW07386.1;>XP_009578874.1	Unknown	Protein S100-P;PREDICTED: protein S100-P	3	5250.628418	NaN	214.9241028	3764.751221	532.0319824	NaN	2356.182129	NaN	NaN	5356.302246	484.5668335	3144.680908	14424.75195	5738.901367	NaN	3340.077393	225.7128601	2704.126709	2604.112061	9225.373047	NaN	4.382080555	5359.630371	589.1760864	2158.606445	NaN	364.2455139	2767.768066	15384.31055	2540.944092	19.8795433	NaN	4129.875488	953.8753662	776.2130737
>KFW07447.1;>XP_009578931.1	Unknown	"NADH-cytochrome b5 reductase 3, partial;PREDICTED: LOW QUALITY PROTEIN: NADH-cytochrome b5 reductase 3-like"	1	654.0436401	NaN	NaN	872.5304565	NaN	NaN	NaN	NaN	NaN	NaN	657.9666138	NaN	NaN	NaN	1338.714478	NaN	NaN	103.9342575	NaN	NaN	NaN	NaN	NaN	NaN	3804.227295	NaN	NaN	565.4777832	NaN	NaN	NaN	NaN	NaN	NaN	NaN
>KFW07462.1;>XP_009578960.1	Unknown	"EH domain-containing protein 3, partial;PREDICTED: EH domain-containing protein 3"	1	416.4891052	NaN	NaN	NaN	1.223078251	581.7745361	NaN	NaN	NaN	NaN	319.87323	565.3731079	1011.281921	791.1784058	NaN	246.5344391	322.6574707	651.5042725	200.1038971	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	206.1620178	984.6901855	436.9129333	NaN	373.3650208	300.1112366	NaN	NaN
>KFW07476.1;>XP_009578975.1	Unknown	"Angiopoietin-related protein 3, partial;PREDICTED: angiopoietin-related protein 3"	2	NaN	NaN	9523.426758	NaN	38132.50781	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33042.60938	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7160.046387	NaN	NaN	NaN	14773.72949	NaN	NaN	17412.01563	NaN	15919.14844	NaN	NaN	NaN	6697.307617	NaN
>KFW07507.1;>XP_009579008.1	Unknown	Cathepsin B;PREDICTED: cathepsin B	12	30133.40234	17248.74609	12492.16699	19667.47656	17284.67773	28916.85938	20504.01953	16959.8457	22190.64258	21672.82617	16607.10742	23074.9375	18708.41016	12256.70605	17564.0332	14085.86914	17722.73828	15725.36328	16075.33398	15777.81152	16884.67383	12815.31641	13861.68555	18626.63477	19277.70898	13346.47754	17867.41211	13509.62109	15986.13379	14375.59473	9476.513672	11021.09766	16491.67578	15865.60352	11370.42188
>KFW07575.1;>XP_009579094.1	Unknown	"Actin-related protein 2/3 complex subunit 2, partial;PREDICTED: actin-related protein 2/3 complex subunit 2, partial"	1	1251.019897	883.5866699	592.3276367	2337.9646	NaN	NaN	1796.969971	1610.268677	227.7491913	NaN	NaN	1814.614014	1905.037354	1808.930176	1267.470947	1051.716553	1517.625732	1236.624756	960.5187378	1966.940063	2356.587891	3035.175293	3465.859375	NaN	4278.010742	197.7504883	NaN	1360.696777	2740.929688	2060.102783	792.1283569	2413.295654	1906.244507	NaN	NaN
>KFW07606.1;>XP_009579151.1	Unknown	"Complement C1r subcomponent, partial;PREDICTED: complement C1r subcomponent, partial"	27	89215.94531	85576.24219	89186.75	134555.875	113647.5234	111941.6953	100591.9141	96999.02344	101701.1094	97175.77344	76650.6875	89986.90625	94572.58594	103640.5156	88368.86719	93612.70313	83535.61719	100183.0313	84667.71875	93922.10156	109574.0156	66913.92188	76719.25	84144.10156	47134.94141	89105.17188	94692.71094	116393.3984	92043.02344	77760.36719	109413.0547	75257.03125	82891.92188	78767.21875	78965.6875
>KFW07614.1;>XP_009579165.1	Unknown	"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A, partial;PREDICTED: alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A-like, partial"	3	4375.28418	7364.84668	3049.682861	4317.749023	7430.685059	11894.41895	6900.864258	7678.724609	7086.774902	7762.722168	5440.991699	10191.11328	6882.328613	5169.163086	6163.545898	4580.424316	4943.972656	7011.109375	6285.870605	4924.287598	2565.369629	4214.692871	4806.133789	5354.36377	3526.316406	4510.057617	3933.800537	3326.157715	2321.612305	1936.382935	2743.107422	1652.108154	3397.14209	3331.270996	2206.09668
>KFW07632.1;>XP_009579188.1	Unknown	"14-3-3 protein theta, partial;PREDICTED: 14-3-3 protein theta-like"	4	1955.662598	537.5818481	611.6843262	703.296814	686.5518188	683.5340576	1766.599243	975.0859985	1028.964355	1332.175537	1452.562988	1589.973145	1731.54248	1914.921143	903.9346924	1416.204102	1640.424561	824.8972778	2010.889282	1787.610352	1266.326416	1776.476318	2167.164795	526.3533936	2760.933594	394.7325745	609.4200439	1690.733643	2302.42627	1343.515259	36.75474167	806.9494019	1073.306152	1030.649658	6.803520679
>KFW07723.1;>XP_009579290.1	Unknown	"Annexin A5, partial;PREDICTED: annexin A5, partial"	9	2924.921387	1628.306885	2280.095947	9560.974609	3118.974121	5609.602051	1355.578491	4687.605957	NaN	2395.918457	9041.710938	1530.113525	4597.399902	1478.087769	7972.386719	3428.239258	8194.566406	4531.469727	2617.075439	3217.560059	1398.155273	2481.41626	2443.949219	1764.163818	8754.469727	2797.083008	686.522583	3349.265381	5591.185547	4093.686523	3597.282227	1958.368774	1942.439941	1653.591187	1015.754517
>KFW07727.1;>XP_009579294.1	Unknown	N-acetylneuraminate lyase;PREDICTED: LOW QUALITY PROTEIN: N-acetylneuraminate lyase	6	2862.355225	3937.822266	2541.521973	3459.870117	2778.244629	2966.5271	3286.175781	4764.589355	3604.855713	1441.101318	2700.42041	1239.914673	2927.489014	1700.995239	2092.306152	1100.056885	3075.68335	2561.784424	4766.963867	3048.173584	2160.568848	1285.757935	1214.300903	3636.955078	1713.580322	3757.251953	6140.70752	1314.780518	1630.654175	1221.602417	3542.372314	2304.563965	2396.703369	2922.546387	1835.971313
>KFW07746.1;>XP_009579308.1	Unknown	"3-oxo-5-beta-steroid 4-dehydrogenase, partial;PREDICTED: 3-oxo-5-beta-steroid 4-dehydrogenase-like"	1	NaN	NaN	2036.37439	NaN	NaN	2753.045166	1113.326904	601.8533325	NaN	1286.42334	NaN	1676.518799	5508.308594	876.9276123	NaN	1107.071289	4511.71582	468.8943481	538.5335693	NaN	NaN	NaN	760.0217285	NaN	873.3550415	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
>KFW07849.1;>XP_009579400.1	Unknown	"Anthrax toxin receptor 1, partial;PREDICTED: anthrax toxin receptor 1-like"	1	NaN	NaN	NaN	NaN	NaN	201.9513855	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	202.8798065	NaN	NaN	NaN	NaN	NaN	90.66642761	NaN	84.86030579	78.82591248	60.68786621	NaN	1.985100865	NaN	85.81828308	258.5562439	121.9496918
>KFW07855.1;>XP_009579402.1	Unknown	"Receptor-type tyrosine-protein phosphatase C, partial;PREDICTED: receptor-type tyrosine-protein phosphatase C"	1	300.0545959	NaN	291.322052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1179.385498	NaN	NaN	515.138916	2313.194824	425.233551	568.7932129	897.5354004	NaN	NaN	NaN	853.7666626	NaN	NaN	1971.286499	NaN	NaN	NaN	NaN	NaN	286.6921082	740.3705444	NaN	460.8623962	NaN
>KFW07949.1;>XP_009579523.1	Unknown	"Urocanate hydratase, partial;PREDICTED: urocanate hydratase, partial"	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4360.539551	1241.918701	NaN	NaN	2846.737793	NaN	NaN	NaN	NaN	NaN	2950.739746	NaN	NaN	NaN	NaN	NaN	1097.872192	NaN	3002.108398	NaN	NaN	NaN	NaN
>KFW07966.1;>XP_009579562.1	Unknown	"Delta-aminolevulinic acid dehydratase, partial;PREDICTED: delta-aminolevulinic acid dehydratase, partial"	6	23254.125	10118	6900.758789	15429.24023	11910.0791	18092.50977	12339.71875	8768.029297	12870.91406	14843.55078	8751.302734	14365.50977	8656.31543	9477.012695	8001.039551	9453.989258	12273.14063	5760.406738	12149.32813	11807.89453	11696.05371	9434.40625	7951.289063	8415.832031	6414.367188	14085.83105	4040.068848	8371.069336	8947.623047	3563.294678	3377.450684	5200.824707	7900.116211	7766.311035	4992.192383
>KFW07985.1;>XP_009579575.1	Unknown	"Insulin-like growth factor-binding protein 2, partial;PREDICTED: insulin-like growth factor-binding protein 2"	2	5734.873535	5898.460449	4189.671387	6133.987793	4293.224609	12939.86914	4790.212402	4762.756348	6942.769531	4821.829102	5204.17041	6675.088379	4463.120605	3078.968506	5702.076172	5024.720703	6299.256836	5985.019043	6225.727539	3624.600098	2460.541992	2897.801514	3191.113525	6076.960938	3733.734375	8401.089844	4150.967285	3607.69165	3499.56958	3547.685059	2595.915527	3346.630615	4054.598877	3986.769043	3156.6604
>KFW08051.1;>XP_009579642.1	Unknown	"Maleylacetoacetate isomerase, partial;PREDICTED: maleylacetoacetate isomerase isoform X1"	3	NaN	NaN	NaN	NaN	NaN	965.5380249	1.099794626	NaN	NaN	NaN	NaN	NaN	3128.284668	602.3269653	NaN	149.4743958	2472.874023	NaN	NaN	NaN	NaN	NaN	126.2860489	NaN	NaN	NaN	NaN	NaN	1575.522705	NaN	NaN	NaN	NaN	NaN	NaN
>KFW08157.1	Unknown	"Proteasome subunit alpha type-6, partial"	5	7426.926758	4003.490967	5853.682129	8657.09082	3255.275635	7883.537598	6002.240234	3122.426025	5657.241211	4677.152344	5148.160645	7513.161621	5224.325684	3770.776123	2731.911133	4157.602539	6000.271484	3418.516602	5952.896484	4538.887207	3564.151855	3444.587646	5206.20166	4228.964844	7212.068359	11099.5293	3357.692627	4396.662598	5886.144043	3468.68457	2107.39917	2465.760986	4426.372559	1972.924316	1377.729614
>KFW08194.1;>XP_009579784.1	Unknown	"Tubulin alpha-4A chain, partial;PREDICTED: tubulin alpha-5 chain"	2	32059.56641	14572.2998	5210.61377	21915.67188	13937.00195	9900.001953	16230.33496	9423.493164	6915.70752	13006.03711	10188.98438	16216.5918	14134.82324	10742.56738	7854.81543	9870.142578	14564.13281	9256.327148	7228.040039	9498.183594	15696.94043	16226.13379	12906.66992	5794.819336	20848.30664	9239.485352	4948.078613	13578.26367	13541.32813	9939.988281	8687.227539	11111.58984	15347.72949	5812.925293	5351.515625
>KFW08265.1;>XP_009579841.1;>XP_009579842.1;>XP_009579843.1	Unknown	"Heat shock 70 kDa protein 4L, partial;PREDICTED: heat shock 70 kDa protein 4L isoform X1;PREDICTED: heat shock 70 kDa protein 4L isoform X2;PREDICTED: heat shock 70 kDa protein 4L isoform X3"	3	2574.378906	934.9029541	4241.385254	5792.072754	5189.416016	4509.507813	3011.423828	2920.721924	784.2516479	1955.189087	2701.021729	2247.399902	NaN	3621.461426	NaN	2983.591553	3638.604492	1096.63855	3686.431641	2781.490234	329.2377319	1112.349976	2294.616211	1377.908813	2223.633057	4024.91333	2281.922607	2345.545898	4183.583496	2543.873047	NaN	1491.649536	1656.496338	1253.424683	2241.601318
>KFW08282.1;>XP_009579858.1	Unknown	"Voltage-dependent calcium channel subunit alpha-2/delta-1, partial;PREDICTED: voltage-dependent calcium channel subunit alpha-2/delta-1, partial"	2	4355.641113	4323.318848	3804.397705	NaN	4471.307617	5009.657715	3179.980225	4436.37207	7343.431641	5356.645996	5103.619629	3184.054932	6424.777832	6398.244141	3686.848145	2416.258789	4480.410645	3359.669922	4647.786621	4915.790039	2604.467773	2288.900635	3406.091797	3037.362549	3317.220459	3163.772949	4658.536133	3178.753662	2081.544678	3334.990479	6640.680664	2621.432617	4081.363037	2291.639404	3338.095703
>KFW08303.1;>XP_009579875.1	Unknown	"Transthyretin, partial;PREDICTED: transthyretin, partial"	10	2026503.125	5359417	4523225.5	1247233.125	4137554.5	1729994.75	2672193.25	3705342.5	3972054	4692057	3902696.75	2773190.75	2717797.75	2123456.25	4107608.75	2504003.75	2100117	3141813.25	2023679.375	3056290	7394529.5	5619082	3934078.75	3941305	3000537.75	1995253.625	4090798.25	2883272.5	1107137.75	2356064.25	6840730	6051605	2998009.75	3968127.75	6967456.5
>KFW08410.1;>XP_009579974.1	Unknown	Apolipoprotein D;PREDICTED: apolipoprotein D	7	2852.713623	3145.398682	3040.490479	2595.248535	5902.646973	20841.19336	2208.224121	2688.922852	4299.590332	2146.949463	1881.147095	3368.911621	2114.981445	1786.911499	5090.762207	2310.828613	4111.874023	2825.170898	11703.21582	2237.465088	7389.185059	1909.069336	2010.938477	3338.093262	1746.314331	10442.13574	2798.311523	2634.86084	1465.42627	2524.656494	2393.118652	4104.745117	3782.105957	3684.478271	3447.53418
>KFW08468.1;>XP_009580025.1	Unknown	"4-hydroxyphenylpyruvate dioxygenase, partial;PREDICTED: 4-hydroxyphenylpyruvate dioxygenase, partial"	6	NaN	0.914841533	NaN	NaN	NaN	NaN	0.693808258	NaN	NaN	NaN	NaN	NaN	2890.471436	714.7823486	NaN	786.4122925	2314.5271	NaN	67.0266571	262.1364746	NaN	NaN	457.8188782	NaN	508.5424805	13.68220901	NaN	492.7629089	2646.19043	486.7979126	NaN	NaN	2131.687256	1237.011475	NaN
>KFW08476.1	Unknown	"Cadherin-13, partial"	4	8456.183594	9005.728516	11197.00879	6702.666504	9154.874023	14565.85742	15133.66699	11776.74512	16442.05859	8488.662109	10214.49414	9611.90625	8643.125	9404.366211	9473.348633	6577.716797	9795.624023	9271.634766	9862.694336	6654.522461	5062.381836	4943.061035	6338.147949	7729.847168	6353.318848	7341.603516	6831.070313	6286.953613	5707.912109	6229.399902	6037.222656	4723.42334	6687.164063	9862.358398	6565.630371
>KFW08545.1;>XP_009580139.1	Unknown	Heterochromatin-associated protein MENT;PREDICTED: heterochromatin-associated protein MENT-like	1	3025.172607	1291.427124	NaN	9082.051758	NaN	2196.459717	NaN	NaN	1791.329346	NaN	1916.419434	2959.447998	3642.27002	1047.206421	2151.912354	1182.555176	2465.300293	2963.866455	1620.372559	2174.302002	2218.956299	1850.983398	4065.661133	NaN	6078.24707	4225.469727	1925.450073	2318.473389	6796.049316	NaN	NaN	NaN	NaN	NaN	NaN
>KFW08642.1;>XP_009580231.1	Unknown	"Coiled-coil domain-containing protein 78, partial;PREDICTED: coiled-coil domain-containing protein 78"	1	8962.203125	NaN	2567.429443	NaN	NaN	6592.272461	NaN	4835.648438	NaN	15851.39746	5549.64209	NaN	13042.76855	7144.052246	15630.93652	4329.87207	13532.50195	19243.43555	7939.813965	10498.82715	12092.14355	13129.91211	1702.090698	19970.57031	NaN	16667.09961	9598.708984	9082.15625	14058.24609	5926.069336	NaN	13909.41895	4571.251465	5770.501953	8369.916992
>KFW08706.1;>XP_009580297.1	Unknown	"Complement C1q and tumor necrosis factor-related protein 9A, partial;PREDICTED: complement C1q and tumor necrosis factor-related protein 9A-like"	2	8506.129883	1620.546875	4336.029785	2209.96167	NaN	3403.964355	6663.439453	5805.098145	2940.873291	2021.216797	2306.281982	6351.059082	2100.576904	6668.753418	4368.656738	7635.8125	6226.116211	11348.93652	3516.754639	1504.442993	NaN	2679.718994	5495.564453	2036.332642	4411.101563	1230.824341	2848.170898	3225.214844	2696.443604	558.9119263	1174.559448	3104.013916	1842.555298	1479.512817	1081.384033
>KFW08715.1;>XP_009580306.1	Unknown	"Heparin cofactor 2, partial;PREDICTED: heparin cofactor 2"	19	776154.5	1909462.625	1723689.75	1739406	1449339.875	1939778.75	1583671.375	1594177.875	1794261.875	1817125.875	1718073.125	957753.3125	1445802.625	1539388.625	1776772.125	1635492.75	1428891.75	1288901.5	1574831	1485375	1600323.5	1383477.875	1369480.375	1821971.625	1383002.75	1515858	1736774.5	1779545	1419919.75	1918571.5	2324272.75	1344690.125	1373048.375	2095575.25	2083158.125
>KFW08745.1;>XP_009580338.1	Unknown	Pentraxin-related protein PTX3;PREDICTED: pentraxin-related protein PTX3	1	NaN	NaN	NaN	NaN	1.432185292	7057.550781	NaN	NaN	NaN	NaN	NaN	122.8345261	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	291.5472107	NaN	NaN	NaN	NaN	NaN	116.2688675	NaN	NaN	NaN	NaN	NaN	NaN
>KFW08781.1;>XP_009580368.1	Unknown	"G-protein coupled receptor 56, partial;PREDICTED: G-protein coupled receptor 56, partial"	1	6679.491699	7493.73584	7092.664063	10562.90625	5509.421387	5974.902832	NaN	7804.721191	9115.857422	10376.14648	NaN	7441.613281	9478.46875	6347.709961	8219.97168	6164.813477	7733.697266	9141.585938	7551.621094	10072.59473	8082.115234	7313.411621	7861.091309	11461.08105	5637.905762	9047.106445	6915.20166	8254.349609	9397.157227	7231.06543	7525.491699	7756.069824	9520.652344	4762.183105	8132.63623
>KFW08806.1	Unknown	"Elongation factor 2, partial"	22	13514.57617	10151.57031	4937.198242	10116.51074	8295.03125	7585.302246	14986.16113	9410.270508	6975.700684	13394.43066	12628.82813	12260.41992	16708.85352	13102.26855	7470.092773	8329.52832	11995.12891	8648.06543	7280.96875	8839.00293	9112.071289	11803.82227	11070.63086	2797.02124	13212.30469	7594.36377	5372.444336	12720.5752	15052.01465	11455.33203	8619.503906	7979.169922	11859.08105	4605.114746	3317.633301
>KFW08833.1;>XP_009580424.1	Unknown	"Chymotrypsinogen 2, partial;PREDICTED: chymotrypsinogen 2-like, partial"	1	NaN	NaN	NaN	NaN	NaN	2223.873291	1442.682129	NaN	NaN	NaN	NaN	386.6788635	15530.91602	3432.597656	NaN	742.6605225	2938.946045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	893.1297607	NaN	NaN	1124.018311	1433.7323	NaN	NaN	NaN	NaN	NaN
>KFW08909.1;>XP_009580555.1	Unknown	"Complement component C8 beta chain, partial;PREDICTED: complement component C8 beta chain, partial"	13	41666.58203	43271.5625	37862.625	58498.85547	36091.32031	62608.70313	34195.23438	51674.79688	53403.41016	48288.55469	55705.55078	43581.88672	57887.90234	44328.65234	48753.28906	49044.24609	21478.16602	43721.57422	48356.17969	49628.71484	53410.80859	29710.19922	46379.05859	31889.9707	32172.45508	54033.73047	58966.02344	50813.34375	49711.98438	50321.38281	48435.97656	33668.16797	42439.35938	56056.9375	34026.55859
